SKU,Product Id,Status,ProductName,Color,Cut,Material,Gender,BrandSegment,Pillar,MerchPlannerCategory,Sleeve,ProductType,SizeChart,SizeChartMessaging,Price,SalePrice,Description,ActualStartDate,TargetLaunchDate,InitialSeasonLaunch,LifeCycle,InitialPairsOrdered,NikeProductID,InstanceID,FOB,APS,ProdManOnly,MainColorHex,AccentColorHex,X Ref Style,Comments,CORE,dyoVersionProductID,dyoVersionInspirationID,images,page-attributes,bundled-products
640467F,,Offline,Chuck Taylor Flame,Black/Cherry Tomato,Hi,Canvas,Kids,All Star,All Star,Chuck Taylor - Iterations,Chuck Taylor Flame,regular,Kids- ExtYouth,Runs a half-size large,37,,,,07/01/13,13 Fall,Runout,206,,,,,FALSE,,,,pending,N,,,,,
640462F,,Offline,Chuck Taylor Street,Black,Mid,Canvas,Kids,All Star,All Star                  ,Chuck Taylor - Iterations,Street,regular,Kids- ExtYouth,Runs a half-size large,37,,,,12/01/13,13 Holiday,Runout,251,,,,,FALSE,,,,pending,N,,,,,
640461F,,Offline,Chuck Taylor Double Zip,Pink,Hi,Canvas,Kids,All Star,All Star,Chuck Taylor - Iterations,Rock Craftmanship,regular,Kids- ExtYouth,Runs a half-size large,37,,,,07/01/13,13 Fall,Runout,129,,,,,FALSE,,,,pending,N,,,,,
640459F,,Offline,Chuck Taylor Double Zip,Vivid Viola,Hi,Canvas,Kids,All Star,All Star,Chuck Taylor - Iterations,Rock Craftmanship,regular,Kids- ExtYouth,Runs a half-size large,37,,,,07/01/13,13 Fall,Runout,129,,,,,FALSE,,,,pending,N,,,,,
637771C,,Online,Chuck Taylor Flag,Flag Slipon,Slip,Canvas,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Americana,regular,Kids- ExtYouth,Runs a half-size large,37,0,,,04/01/13,13 Summer,Runout,308,,,,,FALSE,,,,,N,,,,,
637743C,MP_2104,Online,Chuck Taylor Street,Street Ox White,Slip,Washed Cotton,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Street,regular,Kids- ExtYouth,Runs a half-size large,37,0,,,04/01/13,13 Summer,Runout,222,,,,,FALSE,,,,,N,,,,,
637742C,MP_2104,Online,Chuck Taylor Street,Street Ox Navy,Slip,Washed Cotton,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Street,regular,Kids- ExtYouth,Runs a half-size large,32,0,,,04/01/13,13 Summer,Runout,148,,,,,FALSE,,,,,N,,,,,
637348F,MP_2094,Online,Chuck Taylor All Star Double Tongue,Neon Orange/Neon Yellow/Neon PInk,Low,Canvas,Kids,All Star,All Star,Chuck Taylor - Iterations,Washed Neon,regular,Kids- ExtYouth,Runs a half-size large,32,0,,03/15/13,02/01/13,13 Spring,Runout,80,,,,,FALSE,,,,,N,,,,,
637340F,MP_1859,Online,Chuck Taylor All Star Multi Tongue,Mirage Gray/Multi,Low,Canvas,Kids,All Star,All Star,Chuck Taylor - Iterations,Seasonals,regular,Kids- ExtYouth,Runs a half-size large,37,0,,01/23/13,01/01/13,13 Spring,Runout,123,,,,,FALSE,E3E3E3,FF82AB,,,N,,,,,
637329F,,Online,Chuck Taylor Twisteez  (4-12 yr),Florida Keys Green,Low,Canvas,ExtYouth,,All Star,Chuck Taylor - Iterations,Twisteez,regular,Kids- ExtYouth,Runs a half-size large,37,,,,,13 Summer,Runout,,,,,,FALSE,,,,pending,N,,,,,
637328F,MP_1851,Online,Chuck Taylor All Star Two Fold,Florida Keys/Limelight/Fusion Coral,Hi,Canvas,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Floral Print,regular,Kids- ExtYouth,Runs a half-size large,37,0,,,04/01/13,13 Summer,Runout,40,,,,,FALSE,,,,,N,,,,,
637320F,MP_1851,Online,Chuck Taylor All Star Two Fold,Carmine rose/light yellow/Peach cobbler,Hi,Canvas,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Seasonals,regular,Kids- ExtYouth,Runs a half-size large,37,0,,01/14/13,01/01/13,13 Spring,Runout,86,,,,,FALSE,FF3E96,FFA54F,,,N,,,,,
637317F,MP_2009,Offline,Chuck Taylor All Star Summer Chuck,Blithe/Black,Low,Mesh,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Ultimate Summer Chuck,regular,Kids- ExtYouth,Runs a half-size large,37,0,,,03/01/13,13 Spring,Runout,43,,,,,FALSE,,,,pending,N,,,,,
637308F,MP_2094,Online,Chuck Taylor All Star Double Tongue,Black/Neon Blue/Neon Pink,Low,Canvas,Kids,All Star,All Star,Chuck Taylor - Iterations,Washed Neon,regular,Kids- ExtYouth,Runs a half-size large,32,19.97,,03/15/13,02/01/13,13 Spring,Runout,92,,,,,FALSE,,,,,N,,,,,
637307F,MP_1859,Online,Chuck Taylor All Star Multi Tongue,Black/Multi,Low,Canvas,Kids,All Star,All Star,Chuck Taylor - Iterations,Seasonals,regular,Kids- ExtYouth,Runs a half-size large,37,0,,01/23/13,01/01/13,13 Spring,Runout,123,,,,,FALSE,0,,,,N,,,,,
637302F,,Online,Chuck Taylor Twisteez  (4-12 yr),Black / Rose,Low,Canvas,ExtYouth,,All Star,Chuck Taylor - Iterations,Twisteez,regular,Kids- ExtYouth,Runs a half-size large,37,,,,,13 Summer,Runout,,,,,,FALSE,,,,pending,N,,,,,
637299F,MP_2009,Offline,Chuck Taylor All Star Summer Chuck,Black/Blithe,Low,Mesh,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Ultimate Summer Chuck,regular,Kids- ExtYouth,Runs a half-size large,37,0,,,03/01/13,13 Spring,Runout,55,,,,,FALSE,,,,pending,N,,,,,
637298F,MP_2007,Offline,Chuck Taylor All Star Summer Chuck,Black/Blithe,Hi,Mesh,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Ultimate Summer Chuck,regular,Kids- ExtYouth,Runs a half-size large,37,0,,,03/01/13,13 Spring,Runout,68,,,,,FALSE,,,,pending,N,,,,,
637295F,MP_2007,Offline,Chuck Taylor All Star Summer Chuck,Blithe/Black,Hi,Mesh,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Ultimate Summer Chuck,regular,Kids- ExtYouth,Runs a half-size large,37,0,,,03/01/13,13 Spring,Runout,55,,,,,FALSE,,,,pending,N,,,,,
637288F,MP_2091,Online,Chuck Taylor All Star,Prism Pink,Low,Cotton,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Beach Bag,regular,Kids- ExtYouth,Runs a half-size large,37,0,,,04/01/13,13 Summer,Runout,50,,,,,FALSE,,,,,N,,,,,
637265C,,Offline,Chuck Taylor All Star Tall,Limestone/Carmine Rose/Royal Lilac,X-Hi,Canvas,Kids,All Star,All Star,Chuck Taylor - Iterations,Extended Height,regular,Kids- ExtYouth,Runs a half-size large,62,0,,,02/01/13,13 Spring,Runout,500,,,,,FALSE,,,,pending,N,,,,,
637249F,,Online,Chuck Taylor All Star Street,Black/Jester Red,Mid,Canvas,Kids,All Star,All Star,Chuck Taylor - Iterations,Street,regular,Kids- ExtYouth,Runs a half-size large,37,0,,02/07/13,02/01/13,13 Spring,Runout,320,,,,,FALSE,,,,,N,,,,,
637248C,,Online,Chuck Taylor All Star Tall,Black/Carmine rose,X-Hi,Cotton,Kids,All Star,All Star,Chuck Taylor - Iterations,Extended Height,regular,Kids- ExtYouth,Runs a half-size large,62,39.97,,01/23/13,01/01/13,13 Spring,Runout,554,,,,,FALSE,,,,,N,,,,,
637114F,MP_2091,Online,Chuck Taylor All Star,Lavendula,Low,Cotton,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Beach Bag,regular,Kids- ExtYouth,Runs a half-size large,37,0,,,04/01/13,13 Summer,Runout,50,,,,,FALSE,,,,,N,,,,,
636636F,,Online,Chuck Taylor All Star Street,Limestone/Varsity Red/Cyber Yellow,Mid,Canvas,Kids,All Star,All Star,Chuck Taylor - Collaborations,DC Comics,regular,Kids- ExtYouth,Runs a half-size large,42,0,,,04/01/13,13 Summer,Runout,280,,,,,FALSE,,,,,N,,,,,
636574F,MP_1851,Online,Chuck Taylor All Star Two Fold,Mirage Gray/B.Blue/Beach Glass,Hi,Canvas,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Seasonals,regular,Kids- ExtYouth,Runs a half-size large,37,0,,01/14/13,01/01/13,13 Spring,Runout,86,,,,,FALSE,CDC5BF,BBFFFF,,,N,,,,,
636379C,,Online,Chuck Taylor Leopard X-Hi ,Wheat/Pink,X-Hi,Canvas,Kids,All Star,All Star,Chuck Taylor - Iterations,Extended Heights,regular,Kids- ExtYouth,Runs a half-size large,62,0,,11/09/12,10/01/12,12 Holiday,Runout,,,,,,FALSE,,,,,N,,,,,
634567C,,Online,Chuck Taylor X-Hi ,Neon/Multi,X-Hi,Canvas,Kids,All Star,All Star,Chuck Taylor - Iterations,Extended Height,regular,Kids- ExtYouth,Runs a half-size large,62,29.99,,06/21/12,07/01/12,12 Fall,Runout,1108,,,,,FALSE,,,,,N,,,,,
633177C,,Online,Design Your Own Chuck Taylor All Star,Your Choice,X-Hi,Canvas,Kids,CREATE,Create,Converse Create Chuck Taylor?,,dyo,Kids- ExtYouth,Runs a half-size large,75,0,,04/16/12,04/01/12,12 Summer,Runout,,chuTayXhiTal1204,25942,,,FALSE,,,,,N,,,,,
631096C,,Online,Chuck Taylor Easy Slip (4-12 yr),Grey/White,Hi,Canvas,ExtYouth,,All Star,Chuck Taylor - Iterations,Easy Slip,regular,Kids- ExtYouth,Runs a half-size large,37,,,,,10 Fall,Runout,,,,,,FALSE,,,,pending,N,,,,,
631069C,,Offline,Chuck Taylor Flag,Flag Easy Slip Grey,Slip,Canvas,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Americana,regular,Kids- ExtYouth,Runs a half-size large,37,0,,,04/01/13,13 Summer,Runout,308,,,,,FALSE,,,,pending,N,,,,,
626767F,,Online,Chuck Taylor Glitter X-Hi ,Charcoal,X-Hi,Canvas,Kids,All Star,All Star,Chuck Taylor - Iterations,Extended Heights,regular,Kids- ExtYouth,Runs a half-size large,62,34.99,,11/15/12,10/01/12,12 Holiday,Runout,1231,,,,,FALSE,,,,,N,,,,,
626087C,MP_2085,Offline,Chuck Taylor Sneaker Boot,Black,Hi,Leather,Kids,All Star,All Star,Chuck Taylor - Iterations,Kids Boots,regular,Kids- ExtYouth,Runs a half-size large,47,#VALUE!,,,08/01/13,13 Fall,Runout,120,,,,,FALSE,,,,pending,N,,,,,
626086C,MP_2085,Offline,Chuck Taylor Sneaker Boot,Brown,Hi,Leather,Kids,All Star,All Star,Chuck Taylor - Iterations,Kids Boots,regular,Kids- ExtYouth,Runs a half-size large,47,,,,08/01/13,13 Fall,Runout,120,,,,,FALSE,,,,pending,N,,,,,
624668F,,Online,Chuck Taylor All Star Dr Seuss,Grenadine/Black,Hi,Canvas,Kids,All Star,All Star,Chuck Taylor - Collaborations,Seuss,regular,Kids- ExtYouth,Runs a half-size large,37,24.99,,06/08/12,04/01/12,12 Summer,Runout,400,,,,,FALSE,,,,,N,,,,,
617662F,,Online,Chuck Taylor Easy Slip (4-12 yr),Red,Hi,Canvas,ExtYouth,,All Star,Chuck Taylor - Iterations,Easy Slip,regular,Kids- ExtYouth,Runs a half-size large,37,,,,,10 Fall,Runout,,,,,,FALSE,,,,pending,N,,,,,
617660F,,Online,Chuck Taylor Easy Slip (4-12 yr),Navy,Hi,Canvas,ExtYouth,,All Star,Chuck Taylor - Iterations,Easy Slip,regular,Kids- ExtYouth,Runs a half-size large,37,,,,,10 Fall,Runout,,,,,,FALSE,,,,pending,N,,,,,
614985F,,Online,Chuck Taylor X-Hi ,Black,X-Hi,Textile,Kids,All Star,All Star,Chuck Taylor - Iterations,Extended Height,regular,Kids- ExtYouth,Runs a half-size large,57,0,,06/07/12,06/01/12,12 Fall,Runout,,,,,,FALSE,,,,,N,,,,,
6076002C,,Online,PHANTOM MUSIC TOV,PHANTOM,,,Men,,Apparel,Tees,,regular,Standard Size Chart,,25,,,,06/01/13,13 Spring,Runout,25,,,,,FALSE,,,6076002C,pending,N,,,,,
6067811C,MP_2004,Online,Men's Chuck Patch Tee,Burnt Ochre,,100% Cotton,Men,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,,04/01/13,13 Summer,Runout,40,,,,,FALSE,,,,,N,,,,,
6067647C,MP_2004,Online,Men's Chuck Patch Tee,Cabernet,,100% Cotton,Men,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,,04/01/13,13 Summer,Runout,40,,,,,FALSE,,,,,N,,,,,
6067360C,MP_2004,Online,Men's Chuck Patch Tee,Cerulean,,100% Cotton,Men,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,,04/01/13,13 Summer,Runout,60,,,,,FALSE,,,,,N,,,,,
6067002C,,Offline,Phantom Chuck Patch Play,Phantom,,100% Cotton,Men,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,,04/01/13,13 Summer,Runout,70,,,,,FALSE,,,,pending,N,,,,,
6065440C,,Online,ENAMEL BLUE AMERICAN ROCK GRX 1,ENAMEL BLUE,,100% Cotton,Men,,Apparel,Tees,,regular,Standard Size Chart,,25,,,,06/01/13,13 Spring,Runout,21,,,,,FALSE,,,6065440C,pending,N,,,,,
6065100C,,Online,Men's American Rock Tee,Bright White,,,Men,,Apparel,Tees,,regular,Standard Size Chart,,25,,,,06/01/13,13 Spring,Runout,22,,,,,FALSE,,,6065100C,pending,N,,,,,
6027035C,,Offline,Men's Square Cons Tee,Multi,,,Men,,Apparel,Tees,,regular,Standard Size Chart,,25,,,,12/01/13,13 Holiday,Runout,40,,,,,FALSE,,,06027C,pending,N,,,,,
6027001C,,Offline,Men's Square Cons Tee,Jet Black,,,Men,,Apparel,Tees,,regular,Standard Size Chart,,25,,,,12/01/13,13 Holiday,Runout,45,,,,,FALSE,,,06027C,pending,N,,,,,
6026035C,,Offline,Men's Artsy Star Chevron Tee,0,,,Men,,Apparel,Tees,,regular,Standard Size Chart,,25,,,,11/01/13,13 Holiday,Runout,68,,,,,FALSE,,,06026C,pending,N,,,,,
6026001C,,Offline,Men's Artsy Star Chevron Tee,Jet Black,,,Men,,Apparel,Tees,,regular,Standard Size Chart,,25,,,,11/01/13,13 Holiday,Runout,78,,,,,FALSE,,,06026C,pending,N,,,,,
5888903C,,Offline,Men's Chuck Patch Stamp Tee,Poseidon,,,Men,,Apparel,Tees,,regular,Standard Size Chart,,25,,,,11/01/13,13 Holiday,Runout,100,,,,,FALSE,,,05888C,pending,N,,,,,
5888308C,,Offline,Men's Chuck Patch Stamp Tee,Grapeleaf,,,Men,,Apparel,Tees,,regular,Standard Size Chart,,25,,,,11/01/13,13 Holiday,Runout,103,,,,,FALSE,,,05888C,pending,N,,,,,
5888132C,,Offline,Men's Chuck Patch Stamp Tee,Parchment,,,Men,,Apparel,Tees,,regular,Standard Size Chart,,25,,,,11/01/13,13 Holiday,Runout,110,,,,,FALSE,,,05888C,pending,N,,,,,
5781648C,,Offline,Women's  Core Chuck Patch Hoodie,Burgundy,,,Women,,Apparel,Tees,,regular,Standard Size Chart,,58,,,,11/01/13,13 Holiday,Runout,70,,,,,FALSE,,,05781C,pending,N,,,,,
5781642C,,Offline,Women's  Core Chuck Patch Hoodie,Varsity Red,,,Women,,Apparel,Tees,,regular,Standard Size Chart,,58,,,,11/01/13,13 Holiday,Runout,70,,,,,FALSE,,,05781C,pending,N,,,,,
5781132C,,Offline,Women's  Core Chuck Patch Hoodie,Parchment,,,Women,,Apparel,Tees,,regular,Standard Size Chart,,58,,,,07/01/13,13 Fall,Runout,28,,,,,FALSE,,,05781C,pending,N,,,,,
5781132C,,Offline,Women's  Core Chuck Patch Hoodie,Parchment,,,Women,,Apparel,Tees,,regular,Standard Size Chart,,58,,,,07/01/13,13 Fall,Runout,28,,,,,FALSE,,,05781C,pending,N,,,,,
5781035C,,Offline,Women's Core Chuck Patch Hoodie,Vintage Grey,,,Women,,Apparel,Tees,,regular,Standard Size Chart,,58,,,,07/01/13,13 Fall,Runout,47,,,,,FALSE,,,05781C,pending,N,,,,,
5781035C,,Offline,Women's Core Chuck Patch Hoodie,Vintage Grey,,,Women,,Apparel,Tees,,regular,Standard Size Chart,,58,,,,07/01/13,13 Fall,Runout,47,,,,,FALSE,,,05781C,pending,N,,,,,
5781001C,,Offline,Women's Core Chuck Patch Hoodie,Jet Black,,,Women,,Apparel,Tees,,regular,Standard Size Chart,,58,,,,07/01/13,13 Fall,Runout,53,,,,,FALSE,,,05781C,pending,N,,,,,
5677339C,,Online,Greed Skulls Scoop Tee,Sharp Green,,100% Cotton,Women,,Apparel,Tees,,regular,Standard Size Chart,,25,19.99,,02/01/13,02/01/13,13 Spring,Runout,,,,,,FALSE,,,05677C,,N,,,,,
5675100C,,Online,Light Bolt Scoop Tee,Bright White,,100% Cotton,Women,,Apparel,Tees,,regular,Standard Size Chart,,25,19.99,,03/20/13,03/01/13,13 Spring,Runout,,,,,,FALSE,,,05675C,,N,,,,,
5674001C,,Online,Women's 3D Skulls Scoop Tee,Black,,100% Cotton,Women,,Apparel,Tees,,regular,Standard Size Chart,,25,19.99,,02/01/13,02/01/13,13 Spring,Runout,,,,,,FALSE,,,05674C,,N,,,,,
5673100C,,Online,Zig Zag V-Neck Tee,Bright White,,100% Cotton,Women,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,02/01/13,01/01/13,13 Spring,Runout,,,,,,FALSE,,,05673C,,N,,,,,
5670674C,,Online,Stripe Star Scoop Tee,Hibiscus,,100% Cotton,Women,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,03/22/13,03/01/13,13 Spring,Runout,,,,,,FALSE,,,05670C,,N,,,,,
5668548C,,Online,Stamp V-Neck Tee,Chalk Violet,,100% Cotton,Women,,Apparel,Tees,,regular,Standard Size Chart,,25,19.99,,01/23/13,01/01/13,13 Spring,Runout,,,,,,FALSE,,,05668C,,N,,,,,
5667339C,,Online,Love Haight Scoop Tee,Sharp Green,,100% Cotton,Women,,Apparel,Tees,,regular,Standard Size Chart,,25,19.99,,,03/01/13,13 Spring,Runout,,,,,,FALSE,,,05667C,,N,,,,,
5665024C,,Online,Heritage Scoop Tee,Charcoal,,100% Cotton,Women,,Apparel,Tees,,regular,Standard Size Chart,,25,19.99,,02/01/13,02/01/13,13 Spring,Runout,,,,,,FALSE,,,05665C,,N,,,,,
5663674C,MP_1852,Online,Drippy Converse Scoop Tee,Hibiscus,,100% Cotton,Women,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,25,0,"Get the scoop. Keep a low profile with this lightweight, deep neck tee with the iconic Chuck patch across the chest. 100% cotton. Made in Peru. Machine wash cold Gentle cycle. Wash with like colors. Do not Bleach. Lay flat to Dry. Cool Iron if needed. Do not iron decorations.",01/14/13,01/01/13,13 Spring,Runout,,,,,,FALSE,FF6A6A,,05663C,,N,,,,,
5663664C,MP_1852,Online,Drippy Scoop Tee,Chuck Pink,,100% Cotton,Women,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,,04/01/13,13 Summer,Runout,30,,,,,FALSE,,,,,N,,,,,
5663339C,MP_1852,Online,Drippy Converse Scoop Tee,Sharp Green,,100% Cotton,Women,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,25,0,"Get the scoop. Keep a low profile with this lightweight, deep neck tee with the iconic Chuck patch across the chest. 100% cotton. Made in Peru. Machine wash cold Gentle cycle. Wash with like colors. Do not Bleach. Lay flat to Dry. Cool Iron if needed. Do not iron decorations.",01/14/13,01/01/13,13 Spring,Runout,,,,,,FALSE,CAFF70,,05663C,,N,,,,,
5663100C,MP_1852,Online,Drippy Converse Scoop Tee,Bright White,,100% Cotton,Women,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,25,0,"Get the scoop. Keep a low profile with this lightweight, deep neck tee with the iconic Chuck patch across the chest. 100% cotton. Made in Peru. Machine wash cold Gentle cycle. Wash with like colors. Do not Bleach. Lay flat to Dry. Cool Iron if needed. Do not iron decorations.",01/14/13,01/01/13,13 Spring,Runout,,,,,,FALSE,FFFFFF,0,05663C,,N,,,,,
5663024C,MP_1852,Online,Drippy Scoop Tee,Charcoal,,100% Cotton,Women,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,,04/01/13,13 Summer,Runout,32,,,,,FALSE,,,,,N,,,,,
5663001C,MP_1852,Online,Drippy Converse Scoop Tee,Jet Black,,100% Cotton,Women,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,25,0,"Get the scoop. Keep a low profile with this lightweight, deep neck tee with the iconic Chuck patch across the chest. 100% cotton. Made in Peru. Machine wash cold Gentle cycle. Wash with like colors. Do not Bleach. Lay flat to Dry. Cool Iron if needed. Do not iron decorations.",01/14/13,01/01/13,13 Spring,Runout,,,,,,FALSE,0,,05663C,,N,,,,,
5662656C,MP_1853,Online,Women's Chuck Patch V Neck Tee,Beaujolais,,100% Cotton,Women,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,,04/01/13,13 Summer,Runout,30,,,,,FALSE,,,,,N,,,,,
5662548C,MP_1853,Online,Women's Chuck Patch V Neck Tee,Chalk Violet,,100% Cotton,Women,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,25,0,"Take the plunge. Keep a low profile with this lightweight, deep neck tee with the iconic Chuck patch across the chest. 100% cotton.Made in Peru. Machine wash cold Gentle cycle. Wash with like colors. Do not Bleach. Lay flat to Dry. Cool Iron if needed. Do not iron decorations.",01/13/13,01/01/13,13 Spring,Runout,,,,,,FALSE,D8BFD8,,05662C,,N,,,,,
5662035C,MP_1853,Online,Women's Chuck Patch V Neck Tee,Vintage Grey Heather,,100% Cotton,Women,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,25,0,"Take the plunge. Keep a low profile with this lightweight, deep neck tee with the iconic Chuck patch across the chest. 100% cotton.Made in Peru. Machine wash cold Gentle cycle. Wash with like colors. Do not Bleach. Lay flat to Dry. Cool Iron if needed. Do not iron decorations.",01/14/13,01/01/13,13 Spring,Runout,,,,,,FALSE,B0B0B0,,05662C,,N,,,,,
5662002C,MP_1853,Online,Women's Chuck Patch V Neck Tee,Phantom,,100% Cotton,Women,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,25,0,"Take the plunge. Keep a low profile with this lightweight, deep neck tee with the iconic Chuck patch across the chest. 100% cotton.Made in Peru. Machine wash cold Gentle cycle. Wash with like colors. Do not Bleach. Lay flat to Dry. Cool Iron if needed. Do not iron decorations.",01/14/13,01/01/13,13 Spring,Runout,,,,,,FALSE,595959,,05662C,,N,,,,,
5662001C,MP_1853,Online,Women's Chuck Patch V Neck Tee,Black,,100% Cotton,Women,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,,04/01/13,13 Summer,Runout,46,,,,,FALSE,,,,,N,,,,,
5661811C,,Online,Men's Feed Me Beats Tee,Burnt Ochre,,100% Cotton,Men,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,02/01/13,02/01/13,13 Spring,Runout,,,,,,FALSE,,,05661C,,N,,,,,
5661100C,MP_1853,Online,Women's Chuck Patch V Neck Tee,Bright White,,100% Cotton,Women,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,25,0,"Take the plunge. Keep a low profile with this lightweight, deep neck tee with the iconic Chuck patch across the chest. 100% cotton.Made in Peru. Machine wash cold Gentle cycle. Wash with like colors. Do not Bleach. Lay flat to Dry. Cool Iron if needed. Do not iron decorations.",01/13/13,01/01/13,13 Spring,Runout,,,,,,FALSE,FFFFFF,,05662C,,N,,,,,
5660002C,,Online,Men's Throw It All Back Tee,Phantom,,100% Cotton,Men,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,02/01/13,02/01/13,13 Spring,Runout,,,,,,FALSE,,,05660C,,N,,,,,
5658358C,,Online,Men's All Over Script Tee,Ivy Green,,100% Cotton,Men,,Apparel,Tees,,regular,,,25,0,,03/28/13,03/01/13,13 Spring,Runout,,,,,,FALSE,,,05658C,,N,,,,,
5657002C,,Online,Men's Flag Tee,Phantom,,100% Cotton,Men,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,03/28/13,03/01/13,13 Spring,Runout,,,,,,FALSE,,,05657C,,N,,,,,
5656035C,,Offline,Skull Tee,Vintage Grey Heather,,,Men,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,,03/01/13,13 Spring,Runout,,,,,,FALSE,,,05656C,pending,N,,,,,
5653554C,MP_1869,Online,Men's Music Tee,Shark,,100% Cotton,Men,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,25,19.99,Music Graphic Tee. 100% cotton tee. Made in Mexico. Machine wash cold.,02/01/13,,13 Spring,Runout,,,,,,FALSE,D8BFD8,,05653C,,N,,,,,
5653358C,MP_1869,Online,Men's Music Tee,Ivy Green,,100% Cotton,Men,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,25,19.99,Music Graphic Tee. 100% cotton tee. Made in Mexico. Machine wash cold.,02/01/13,,13 Spring,Runout,,,,,,FALSE,808000,,05653C,,N,,,,,
5652024C,,Offline,Sketched Tee,Charcoal Marl,,,Men,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,,,13 Spring,Runout,,,,,,FALSE,,,05652C,pending,N,,,,,
5651002C,,Online,Men's Converse Art Tee,Phantom Black,,100% Cotton,Men,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,03/28/13,03/01/13,13 Spring,Runout,,,,,,FALSE,,,05651C,,N,,,,,
5649100C,MP_1855,Online,Men's Drippy License Plate Tee,Bright White,,100% Cotton,Men,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,25,0,From the feet up. The iconic Chuck Taylor All Star license plate makes its way from the sneaker to the shirt. 100% cotton tee. Made in Mexico. Machine wash cold.,01/17/13,,13 Spring,Runout,,,,,,FALSE,FFFFFF,,05649C,,N,,,,,
5649035C,MP_1855,Online,Men's Drippy License Plate Tee,Vintage Grey Heather,,100% Cotton,Men,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,25,0,From the feet up. The iconic Chuck Taylor All Star license plate makes its way from the sneaker to the shirt. 100% cotton tee. Made in Mexico. Machine wash cold.,01/17/13,,13 Spring,Runout,,,,,,FALSE,C4C4C4,0,05649C,,N,,,,,
5648024C,,Offline,Sewer Grate Tee,Charcoal Marl,,,Men,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,,02/01/13,13 Spring,Runout,,,,,,FALSE,,,05648C,pending,N,,,,,
5647642C,,Online,Spray Paint Chuck Taylor,Varsity Red,,100% Cotton,Men,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,,04/01/13,13 Summer,Runout,50,,,,,FALSE,,,,,N,,,,,
5647358C,MP_1856,Online,Men's Spray Paint Chuck Patch Tee,Ivy Green,,100% Cotton,Men,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,25,0,From the feet up. The iconic Chuck Taylor All Star license plate makes its way from the sneaker to the shirt. 100% cotton tee. Made in Mexico. Machine wash cold.,01/17/13,,13 Spring,Runout,,,,,,FALSE,8E8E38,,05647C,,N,,,,,
5647100C,MP_1856,Online,Men's Spray Paint Chuck Patch Tee,Bright White,,100% Cotton,Men,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,25,0,From the feet up. The iconic Chuck Taylor All Star license plate makes its way from the sneaker to the shirt. 100% cotton tee. Made in Mexico. Machine wash cold.,01/17/13,,13 Spring,Runout,,,,,,FALSE,FFFFFF,,05647C,,N,,,,,
5647035C,MP_1856,Online,Men's Spray Paint Chuck Patch Tee,Vintage Grey Heather,,100% Cotton,Men,,Apparel,Tees,,regular,Standard Size Chart,Runs true to size,25,0,From the feet up. The iconic Chuck Taylor All Star license plate makes its way from the sneaker to the shirt. 100% cotton tee. Made in Mexico. Machine wash cold.,01/17/13,,13 Spring,Runout,,,,,,FALSE,EEE5DE,,05647C,,N,,,,,
