SKU,Product Id,Status,ProductName,Color,Cut,Material,Gender,BrandSegment,Pillar,MerchPlannerCategory,Sleeve,ProductType,SizeChart,SizeChartMessaging,Price,SalePrice,Description,ActualStartDate,TargetLaunchDate,InitialSeasonLaunch,LifeCycle,InitialPairsOrdered,NikeProductID,InstanceID,FOB,APS,ProdManOnly,MainColorHex,AccentColorHex,X Ref Style,Comments,CORE,dyoVersionProductID,dyoVersionInspirationID,images,page-attributes,bundled-products
5116903C,,Offline,Women's Asymmetrical Full Zip Hoodie,Poseidon,,,Women,,Apparel,Tees,,regular,Standard Size Chart,,78,,,,11/01/13,13 Holiday,Runout,44,,,,,FALSE,,,05116C,pending,N,,,,,
5116522C,,Offline,Women's Asymmetrical Full Zip Hoodie,Black Grape,,,Women,,Apparel,Tees,,regular,Standard Size Chart,,78,,,,11/01/13,13 Holiday,Runout,53,,,,,FALSE,,,05116C,pending,N,,,,,
5111035C,,Offline,Women's Cargo Sherpa Hoodie Jacket ,Green,,,Women,,Apparel,Tees,,regular,Standard Size Chart,,88,,,,12/01/13,13 Holiday,Runout,25,,,,,FALSE,,,05111C,pending,N,,,,,
5111002C,,Offline,Women's Cargo Sherpa Hoodie Jacket ,Phantom,,,Women,,Apparel,Tees,,regular,Standard Size Chart,,88,,,,12/01/13,13 Holiday,Runout,21,,,,,FALSE,,,05111C,pending,N,,,,,
5107648C,,Offline,Women's Coated Pull Over Hoodie ,Burgundy,,,Women,,Apparel,Tees,,regular,Standard Size Chart,,68,,,,11/01/13,13 Holiday,Runout,26,,,,,FALSE,,,05107C,pending,N,,,,,
5107132C,,Offline,Women's Coated Pull Over Hoodie ,Parchment,,,Women,,Apparel,Jackets,,regular,Standard Size Chart,,68,,,,11/01/13,13 Holiday,Runout,26,,,,,FALSE,,,05107C,pending,N,,,,,
4996642C,,Offline,Men's Core Full Zip Hoodie,Varsity Red,,,Men,,Apparel,Hoodies,,regular,Standard Size Chart,,58,,,,11/01/13,13 Holiday,Runout,72,,,,,FALSE,,,04996C,pending,N,,,,,
4996472C,,Offline,Men's Core Hoodie,Midnight Lake,,,Men,,Apparel,Hoodies,,regular,Standard Size Chart,,58,,,,07/01/13,13 Fall,Runout,43,,,,,FALSE,,,04996C,pending,N,,,,,
4996308C,,Offline,Men's Core Full Zip Hoodie,Grapeleaf,,,Men,,Apparel,Hoodies,,regular,Standard Size Chart,,58,,,,07/01/13,13 Fall,Runout,31,,,,,FALSE,,,04996C,pending,N,,,,,
4996308C,,Offline,Men's Core Hoodie,Grapeleaf,,,Men,,Apparel,Hoodies,,regular,Standard Size Chart,,58,,,,07/01/13,13 Fall,Runout,31,,,,,FALSE,,,04996C,pending,N,,,,,
4996035C,,Offline,Men's Core Full Zip Hoodie,Vintage Grey,,,Men,,Apparel,Hoodies,,regular,Standard Size Chart,,58,,,,07/01/13,13 Fall,Runout,40,,,,,FALSE,,,04996C,pending,N,,,,,
4996035C,,Offline,Men's Core Hoodie,Vintage Grey,,,Men,,Apparel,Hoodies,,regular,Standard Size Chart,,58,,,,07/01/13,13 Fall,Runout,40,,,,,FALSE,,,04996C,pending,N,,,,,
4996001C,,Offline,Men's Core Full Zip Hoodie,Jet Black,,,Men,,Apparel,Hoodies,,regular,Standard Size Chart,,58,,,,07/01/13,13 Fall,Runout,60,,,,,FALSE,,,04996C,pending,N,,,,,
4996001C,,Offline,Men's Core Hoodie,Jet Black,,,Men,,Apparel,Hoodies,,regular,Standard Size Chart,,58,,,,07/01/13,13 Fall,Runout,60,,,,,FALSE,,,04996C,pending,N,,,,,
4862112C,,Offline,Zip Pocket Moto Hoodie,Bone White,,,Women,,Apparel,Hoodies,,regular,Standard Size Chart,,58,0,,,05/01/13,13 Summer,Runout,10,,,,,FALSE,,,,pending,N,,,,,
4862002C,,Offline,Zip Pocket Moto Hoodie,Phantom,,,Women,,Apparel,Hoodies,,regular,Standard Size Chart,,58,0,,,05/01/13,13 Summer,Runout,10,,,,,FALSE,,,,pending,N,,,,,
4814100C,,Offline,Graphic Tee,Bright White,,,Women,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,,02/01/13,13 Spring,Runout,,,,,,FALSE,,,04814C,pending,N,,,,,
4797030C,,Offline,Men's License Plate Tee,Charcoal Grey,,,Men,,Apparel,Tees,,regular,Standard Size Chart,,25,,,,12/01/13,13 Holiday,Runout,69,,,,,FALSE,,,04797C,pending,N,,,,,
4797001C,,Offline,Men's License Plate Tee,Jet Black,,,Men,,Apparel,Tees,,regular,Standard Size Chart,,25,,,,12/01/13,13 Holiday,Runout,75,,,,,FALSE,,,04797C,pending,N,,,,,
4677907C,,Offline,Women's Funnel Neck Full Zip Hoodie,Vintage Indigo,,,Women,,Apparel,Jackets,,regular,Standard Size Chart,,78,,,,07/01/13,13 Fall,Runout,24,,,,,FALSE,,,04677C,pending,N,,,,,
4677693C,,Offline,Women's Funnel Neck Full Zip Hoodie,Vivid Viola,,,Women,,Apparel,Jackets,,regular,Standard Size Chart,,78,,,,07/01/13,13 Fall,Runout,26,,,,,FALSE,,,04677C,pending,N,,,,,
4677035C,,Offline,Women's Funnel Neck Full Zip Hoodie,Vintage Grey,,,Women,,Apparel,Jackets,,regular,Standard Size Chart,,78,,,,07/01/13,13 Fall,Runout,30,,,,,FALSE,,,04677C,pending,N,,,,,
4669384C,,Offline,Men's Zip Out  Hoodie,Beluga Heather,,,Men,,Apparel,Hoodies,,regular,Standard Size Chart,,58,,,,07/01/13,13 Fall,Runout,20,,,,,FALSE,,,04669C,pending,N,,,,,
4669115C,,Offline,Men's Zip Out  Hoodie,Snow Heather,,,Men,,Apparel,Hoodies,,regular,Standard Size Chart,,58,,,,07/01/13,13 Fall,Runout,27,,,,,FALSE,,,04669C,pending,N,,,,,
4648056C,,Offline,Men's Pullover Zip Detail Hoodie,Drizzle,,,Men,,Apparel,Hoodies,,regular,Standard Size Chart,,68,,,,08/01/13,13 Fall,Runout,19,,,,,FALSE,,,04648C,pending,N,,,,,
4648002C,,Offline,Men's Pullover Zip Detail Hoodie,Phantom,,,Men,,Apparel,Hoodies,,regular,Standard Size Chart,,68,,,,08/01/13,13 Fall,Runout,23,,,,,FALSE,,,04648C,pending,N,,,,,
4626261C,,Offline,Men's Camo Full Zip Hoodie,Lead Grey,,,Men,,Apparel,Hoodies,,regular,Standard Size Chart,,74,,,,08/01/13,13 Fall,Runout,17,,,,,FALSE,,,04626C,pending,N,,,,,
4626261C,,Offline,Men's Fleece Camo Full Zip Hoodie,Lead Grey,,,Men,,Apparel,Hoodies,,regular,Standard Size Chart,,74,,,,08/01/13,13 Fall,Runout,17,,,,,FALSE,,,04626C,pending,N,,,,,
4626030C,,Offline,Men's Fleece Camo Full Zip Hoodie,Charcoal,,,Men,,Apparel,Hoodies,,regular,Standard Size Chart,,74,,,,08/01/13,13 Fall,Runout,23,,,,,FALSE,,,04626C,pending,N,,,,,
4611115C,,Offline,Men's Space Dye French Terry Crew,Snow Heather,,,Men,,Apparel,Tees,,regular,Standard Size Chart,,58,,,,11/01/13,13 Holiday,Runout,60,,,,,FALSE,,,04611C,pending,N,,,,,
4363410C,MP_2005,Online,Baja Beach Hoodie,Navy,,Cotton,Women,,Apparel,Hoodies,,regular,Standard Size Chart,,58,0,,,05/01/13,13 Summer,Runout,6,,,,,FALSE,,,,,N,,,,,
4363112C,MP_2005,Online,Baja Beach Hoodie,Bone White,,Cotton,Women,,Apparel,Hoodies,,regular,Standard Size Chart,,58,0,,,05/01/13,13 Summer,Runout,12,,,,,FALSE,,,,,N,,,,,
4185421C,MP_2055,Online,Drop Shoulder Hoodie,Dark Denim,,100% Cotton,Women,,Apparel,Hoodies,,regular,Standard Size Chart,,58,0,,,04/01/13,13 Summer,Runout,12,,,,,FALSE,,,,,N,,,,,
4185035C,MP_2055,Online,Drop Shoulder Hoodie,Vintage Grey,,100% Cotton,Women,,Apparel,Hoodies,,regular,Standard Size Chart,,58,0,,,04/01/13,13 Summer,Runout,12,,,,,FALSE,,,,,N,,,,,
4057055C,,Online,Pullover Hoodie,Mirage Grey,,Cotton,Men,,Apparel,Hoodies,,regular,Standard Size Chart,,68,0,,,05/01/13,13 Summer,Runout,26,,,,,FALSE,,,,,N,,,,,
405368C,,Online,Pullover Hoodie,North Atlantic,,Cotton,Men,,Apparel,Hoodies,,regular,Standard Size Chart,,68,0,,,05/01/13,13 Summer,Runout,6,,,,,FALSE,,,,,N,,,,,
3X841,MP_147,Online,Chuck Taylor Slip (4-7 yr),Charcoal,Slip,Canvas,Kids,All Star,All Star,Chuck Taylor- Semi Core Kids,Semi-Core,regular,Kids-Youth,Runs a half-size large,37,0,,03/15/07,,07 Spring,Carry Over,60,,,,,FALSE,808A87,,,,Y,,,,,
3T079,MP_147,Online,Chuck Taylor Slip (4-7 yr),Navy,Slip,Canvas,Youth,All Star,All Star,Chuck Taylor- Semi Core Kids                   ,Semi-Core,regular,Kids-Youth,Runs a half-size large,37,,,,,11 Holiday,Runout,,,,,,FALSE,,,,pending,N,,,,,
3Q490,MP_174,Online,Chuck Taylor All Star (4-7 yr),White Optical,Low,Canvas,Kids,All Star,All Star,Chuck Taylor - Core Kids,Core,regular,Kids-Youth,Runs a half-size large,32,0,,12/12/06,,06 Holiday,Core,,,,,,FALSE,f8f8ff,,,,Y,,,,,
3J253,MP_173,Online,Chuck Taylor All Star (4-7 yr),Optical White,Hi,Canvas,Kids,All Star,All Star,Chuck Taylor - Core Kids,Core,regular,Kids-Youth,Runs a half-size large,32,0,,10/09/07,10/01/07,07 Holiday,Core,100,,,,,FALSE,f8f8ff,,,,Y,,,,,
3J238,MP_9,Online,Chuck Taylor All Star (4-7 yr),Pink,Low,Canvas,Kids,All Star,All Star,Chuck Taylor - Core Kids,Core,regular,Kids-Youth,Runs a half-size large,32,0,,02/15/03,02/15/03,03 Spring,Core,66,,,,,FALSE,FF82AB,,,,Y,,,,,
3J237,MP_9,Online,Chuck Taylor All Star (4-7 yr),Navy,Low,Canvas,Kids,All Star,All Star,Chuck Taylor - Core Kids,Core,regular,Kids-Youth,Runs a half-size large,32,0,,02/15/03,02/15/03,03 Spring,Core,66,,,,,FALSE,1E2A48,,,,Y,,,,,
3J236,MP_9,Online,Chuck Taylor All Star (4-7 yr),Red,Low,Canvas,Kids,All Star,All Star,Chuck Taylor - Core Kids,Core,regular,Kids-Youth,Runs a half-size large,32,0,,02/15/03,02/15/03,03 Spring,Core,66,,,,,FALSE,8B1E31,,,,Y,,,,,
3J235,MP_9,Online,Chuck Taylor All Star (4-7 yr),Black,Low,Canvas,Kids,All Star,All Star,Chuck Taylor - Core Kids,Core,regular,Kids-Youth,Runs a half-size large,32,0,,02/15/03,02/15/03,03 Spring,Core,66,,,,,FALSE,0,,,,Y,,,,,
3J234,MP_8,Online,Chuck Taylor All Star (4-7 yr),Pink,Hi,Canvas,Kids,All Star,All Star,Chuck Taylor - Core Kids,Core,regular,Kids-Youth,Runs a half-size large,32,0,,02/15/03,02/15/03,03 Spring,Core,66,,,,,FALSE,C26472,,,,Y,,,,,
3J233,MP_8,Online,Chuck Taylor All Star (4-7 yr),Navy,Hi,Canvas,Kids,All Star,All Star,Chuck Taylor - Core Kids,Core,regular,Kids-Youth,Runs a half-size large,32,0,,02/15/03,02/15/03,03 Spring,Core,66,,,,,FALSE,1B2135,,,,Y,,,,,
3J232,MP_8,Online,Chuck Taylor All Star (4-7 yr),Red,Hi,Canvas,Kids,All Star,All Star,Chuck Taylor - Core Kids,Core,regular,Kids-Youth,Runs a half-size large,32,0,,02/15/03,02/15/03,03 Spring,Core,66,,,,,FALSE,7F0E26,,,,Y,,,,,
3J231,MP_8,Online,Chuck Taylor All Star (4-7 yr),Black,Hi,Canvas,Kids,All Star,All Star,Chuck Taylor - Core Kids,Core,regular,Kids-Youth,Runs a half-size large,32,0,,02/15/03,02/15/03,03 Spring,Core,66,,,,,FALSE,0,,,,Y,,,,,
340245F,,Offline,Chuck Taylor Washed Neon,Neon Blue,Low,Textile,Kids,All Star,All Star                  ,Chuck Taylor- Seasonal                      ,Washed Neon,regular,Kids-Youth,Runs a half-size large,32,,,,12/01/13,13 Holiday,Runout,171,,,,,FALSE,,,,pending,N,,,,,
340239F,,Offline,Chuck Taylor Multi Tongue,Grey,Low,Canvas,Kids,All Star,All Star                  ,Chuck Taylor - Iterations,Neon Wash,regular,Kids-Youth,Runs a half-size large,37,,,,12/01/13,13 Holiday,Runout,206,,,,,FALSE,,,,pending,N,,,,,
340153C,,Offline,Chuck Taylor All Star Street,Black/Purple,Mid,Canvas,Kids,All Star,All Star,Chuck Taylor - Collaborations,DC Comics,regular,Kids-Youth,Runs a half-size large,42,0,,,06/01/13,13 Fall,Runout,194,,,,,FALSE,,,,pending,N,,,,,
340152F,,Offline,Chuck Taylor All Star,Egret/Purple/C. Green,Hi,Canvas,Kids,All Star,All Star,Chuck Taylor - Collaborations,DC Comics,regular,Kids-Youth,Runs a half-size large,42,0,,,06/01/13,13 Fall,Runout,206,,,,,FALSE,,,,pending,N,,,,,
340151F,,Offline,Chuck Taylor All Star,Black/Blazing yellow,Hi,Canvas,Kids,All Star,All Star,Chuck Taylor - Collaborations,DC Comics,regular,Kids-Youth,Runs a half-size large,42,0,,,06/01/13,13 Fall,Runout,206,,,,,FALSE,,,,pending,N,,,,,
339798F,MP_2090,Offline,Chuck Taylor All Star,Exuberance,Low,Canvas,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Seasonals,regular,Kids-Youth,Runs a half-size large,32,0,,,06/01/13,13 Fall,Runout,252,,,,,FALSE,,,,pending,N,,,,,
339793F,MP_2090,Offline,Chuck Taylor All Star,Purple cactus Flower,Low,Textile,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Seasonals,regular,Kids-Youth,Runs a half-size large,32,0,,,06/01/13,13 Fall,Runout,252,,,,,FALSE,,,,pending,N,,,,,
339792F,MP_2090,Offline,Chuck Taylor All Star,Electric Yellow,Low,Textile,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Seasonals,regular,Kids-Youth,Runs a half-size large,32,0,,,06/01/13,13 Fall,Runout,252,,,,,FALSE,,,,pending,N,,,,,
339791F,MP_2090,Offline,Chuck Taylor All Star,Electric Blue Lemonade,Low,Textile,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Seasonals,regular,Kids-Youth,Runs a half-size large,32,0,,,06/01/13,13 Fall,Runout,252,,,,,FALSE,,,,pending,N,,,,,
339788F,MP_2089,Offline,Chuck Taylor All Star,Exuberance,Hi,Canvas,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Seasonals,regular,Kids-Youth,Runs a half-size large,32,0,,,06/01/13,13 Fall,Runout,168,,,,,FALSE,,,,pending,N,,,,,
339783F,MP_2089,Offline,Chuck Taylor All Star,Purple Cactus Flower,Hi,Textile,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Seasonals,regular,Kids-Youth,Runs a half-size large,32,0,,,06/01/13,13 Fall,Runout,126,,,,,FALSE,,,,pending,N,,,,,
339782F,MP_2089,Offline,Chuck Taylor All Star,Electric Yellow,Hi,Textile,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Seasonals,regular,Kids-Youth,Runs a half-size large,32,0,,,06/01/13,13 Fall,Runout,126,,,,,FALSE,,,,pending,N,,,,,
339781F,MP_2089,Offline,Chuck Taylor All Star,Electric Blue Lemonade,Hi,Textile,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Seasonals,regular,Kids-Youth,Runs a half-size large,32,0,,,06/01/13,13 Fall,Runout,126,,,,,FALSE,,,,pending,N,,,,,
337734C,,Online,Chuck Taylor Stars (4-7 yr),Star Print White/Blue Hi,Hi,Canvas,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Americana,regular,Kids-Youth,Runs a half-size large,37,0,,,04/01/13,13 Summer,Runout,308,,,,,FALSE,,,,,N,,,,,
3375358C,MP_1915,Online,Men's Half Zip Pullover Hoodie,Ivy Green,,Cotton,Men,,Apparel,Hoodies,,regular,Standard Size Chart,Runs true to size,68,49.99,"Go Wide. A big, warm hug around the neck with a hood to seal in warmth and a half zip closure. Light weight cotton slub jersey material. 100% Cotton. Made in China. Machine wash cold. Warning: Color fading may occur after wash.",,02/01/13,13 Spring,Runout,,,,,,FALSE,308014,,03375C,,N,,,,,
3375040C,MP_1915,Online,Men's Half Zip Pullover Hoodie,Castlerock Grey,,Cotton,Men,,Apparel,Hoodies,,regular,Standard Size Chart,Runs true to size,68,49.99,"Go Wide. A big, warm hug around the neck with a hood to seal in warmth and a half zip closure. Light weight cotton slub jersey material. 100% Cotton. Made in China. Machine wash cold. Warning: Color fading may occur after wash.",,02/01/13,13 Spring,Runout,,,,,,FALSE,969696,,03375C,,N,,,,,
3374358C,MP_2056,Offline,Duofold Track Jacket,Ivy Green,,,Men,,Apparel,Jackets,,regular,Standard Size Chart,,88,0,,,02/01/13,13 Spring,Runout,,,,,,FALSE,,,03374C,pending,N,,,,,
3374040C,MP_2056,Offline,Duofold Track Jacket,Castlerock,,,Men,,Apparel,Jackets,,regular,Standard Size Chart,,88,0,,,02/01/13,13 Spring,Runout,,,,,,FALSE,,,03374C,pending,N,,,,,
337359F,,Online,Chuck Taylor All Star Espadrille,Carmine Rose,Slip,Canvas,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Espadrille,regular,Kids-Youth,Runs a half-size large,37,0,,,02/01/13,13 Spring,Runout,49,,,,,FALSE,,,,,N,,,,,
336816F,MP_1522,Online,Chuck Taylor All Star,A Blue,Low,Canvas,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Seasonals,regular,Kids-Youth,Runs a half-size large,32,0,,01/10/13,12/01/12,12 Holiday,Runout,160,,,,,FALSE,27408B,,,,N,,,,,
336811F,MP_155,Online,Chuck Taylor All Star,A Blue,Hi,Canvas,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Seasonals,regular,Kids-Youth,Runs a half-size large,32,0,,01/03/13,12/01/12,12 Holiday,Runout,110,,,,,FALSE,104E8B,,,,N,,,,,
3366410C,,Offline,French Henly Woven,Navy Heather,,,Women,,Apparel,Shirts,,regular,Standard Size Chart,,98,0,,,02/01/13,13 Spring,Runout,,,,,,FALSE,,,03366C,pending,N,,,,,
336635F,,Online,Chuck Taylor All Star,Prism Pink/Carmine Pink/Pink lady,Low,Canvas,Kids,All Star,All Star,Chuck Taylor - Collaborations,DC Comics,regular,Kids-Youth,Runs a half-size large,42,0,,,04/01/13,13 Summer,Runout,280,,,,,FALSE,,,,,N,,,,,
336632F,,Online,Chuck Taylor All Star,Black/royal Blue/Multi,Hi,Canvas,Kids,All Star,All Star,Chuck Taylor - Collaborations,DC Comics,regular,Kids-Youth,Runs a half-size large,42,0,,,04/01/13,13 Summer,Runout,280,,,,,FALSE,,,,,N,,,,,
336623F,MP_1899,Online,Chuck Taylor All Star,Neon Orange,Low,Textile,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Neon,regular,Kids-Youth,Runs a half-size large,32,19.97,,,02/01/13,13 Spring,Runout,55,,,,,FALSE,,,,,N,,,,,
336584F,MP_1899,Online,Chuck Taylor All Star,Neon Pink,Low,Textile,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Neon,regular,Kids-Youth,Runs a half-size large,32,0,,03/15/13,02/01/13,13 Spring,Runout,89,,,,,FALSE,FFAEB9,,,,N,,,,,
3365811C,MP_1896,Online,Men's Burnout Hoodie,Burnt Ochre,,Cotton & Polyester,Men,,Apparel,Hoodies,,regular,Standard Size Chart,Runs true to size,68,49.97,"Burned out. Keep warm on cool nights with a lightweight burnout hoodie with full zipper closure and Converse logo. 80% cotton, 20% polyester. Made in China. Machine wash cold.",03/08/13,03/01/13,13 Spring,Runout,,,,,,FALSE,FFA54F,,03365C,,N,,,,,
336567F,MP_157,Online,Chuck Taylor All Star,Mirage Gray,Low,Canvas,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Seasonals,regular,Kids-Youth,Runs a half-size large,32,0,,12/18/12,12/01/12,12 Holiday,Runout,120,,,,,FALSE,DBDBDB,,,,N,,,,,
336565F,MP_157,Online,Chuck Taylor All Star,Beach Glass,Low,Canvas,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Seasonals,regular,Kids-Youth,Runs a half-size large,32,0,,01/10/13,12/01/12,12 Holiday,Runout,170,,,,,FALSE,7FFFD4,,,,N,,,,,
336561F,MP_155,Online,Chuck Taylor All Star,Beach Glass,Hi,Canvas,Kids,All Star,All Star,Chuck Taylor - Seasonal Kids,Seasonals,regular,Kids-Youth,Runs a half-size large,32,0,,12/17/12,12/01/12,12 Holiday,Runout,120,,,,,FALSE,BBFFFF,,,,N,,,,,
3365358C,MP_1896,Online,Men's Burnout Hoodie,Ivy Green,,Cotton & Polyester,Men,,Apparel,Hoodies,,regular,Standard Size Chart,Runs true to size,68,49.97,"Burned out. Keep warm on cool nights with a lightweight burnout hoodie with full zipper closure and Converse logo. 80% cotton, 20% polyester. Made in China. Machine wash cold.",03/08/13,03/01/13,13 Spring,Runout,,,,,,FALSE,8E8E38,,03365C,,N,,,,,
335532C,,Online,DYO Slip (4-7 yr),Your Choice,Slip,Canvas,Kids,CREATE,Create,Converse Create Chuck Taylor?,,dyo,Kids-Youth,Runs a half-size large,45,,,,,,Runout,,chuTaySliCanYou0901,24365,,,FALSE,,,,pending,N,,,,,
335529C,,Online,Design Your Own Chuck Taylor All Star,Your Choice,Low,Canvas,Kids,CREATE,Create,Converse Create Chuck Taylor?,,dyo,Kids-Youth,Runs a half-size large,45,0,,,,,Runout,,chuTayOxCanYou1209,28020,,,FALSE,,,,,N,,,,,
335528C,,Online,Design Your Own Chuck Taylor All Star,Your Choice,Hi,Canvas,Kids,CREATE,Create,Converse Create Chuck Taylor?,,dyo,Kids-Youth,Runs a half-size large,45,0,,,,,Runout,,chuTayHiCanYou1209,28019,,,FALSE,,,,,N,,,,,
335198C,MP_2040,Online,Chuck Taylor DC Comics ,Black/Multi,Hi,Canvas,Kids,All Star,All Star,Chuck Taylor - Collaborations,DC Comics,regular,Kids-Youth,Runs a half-size large,42,24.99,,10/23/12,07/01/12,12 Fall,Runout,2060,,,,,FALSE,,,,,N,,,,,
3310647C,,Online,Star Chevron Tee,Cabernet,,100% Cotton,Men,,Apparel,Tees,,regular,Standard Size Chart,,25,0,,,04/01/13,13 Summer,Runout,40,,,,,FALSE,,,,,N,,,,,
330683F,MP_2040,Offline,Chuck Taylor All Star DC Comics,Black/Grey/Multi,Hi,Canvas,Kids,All Star,All Star,Chuck Taylor - Collaborations,DC Comics,regular,Kids-Youth,Runs a half-size large,42,0,,,06/01/13,13 Fall,Runout,232,,,,,FALSE,,,,pending,N,,,,,
327349F,MP_2040,Offline,Chuck Taylor All Star DC Comics,Red/White/Yellow,Hi,Canvas,Kids,All Star,All Star,Chuck Taylor - Collaborations,DC Comics,regular,Kids-Youth,Runs a half-size large,42,0,,,06/01/13,13 Fall,Runout,219,,,,,FALSE,,,,pending,N,,,,,
3209674C,MP_1895,Online,Hooded Anorak Jacket,Hibiscus,,Cotton,Women,,Apparel,Jackets,,regular,Standard Size Chart,Runs true to size,98,0,"Well Utilized. Two external pockets let you ditch your bag and keep the essentials at hand. Cropped silhouette, front zipper and button closure with drawstring cinching for a more fitted look. Made of dense cotton. 100% Cotton. Made in China. Machine wash cold, gentle cycle separately or with like colors, only non-chlorine bleach when needed, remove promptly, tumble dry low, warm iron if needed.",03/08/13,03/01/13,13 Spring,Runout,,,,,,FALSE,,,03209C,,N,,,,,
3186463C,MP_2052,Online,Roll Sleeve Button Down,Sterling Blue,,Cotton,Women,,Apparel,Shirts,,regular,Standard Size Chart,,68,39.99,,03/20/13,03/01/13,13 Spring,Runout,,,,,,FALSE,,,03186C,,N,,,,,
3186111C,MP_2052,Online,Roll Sleeve Button Down,Antique White/Multi,,Cotton,Women,,Apparel,Shirts,,regular,Standard Size Chart,,68,39.99,,03/20/13,03/01/13,13 Spring,Runout,,,,,,FALSE,,,03186C,,N,,,,,
3177509C,MP_1902,Online,Workwear Button Down,Plum Purple,,Cotton,Women,,Apparel,Shirts,,regular,Standard Size Chart,,68,49.99,,03/22/13,01/01/13,13 Spring,Runout,,,,,,FALSE,,,03177C,,N,,,,,
3177108C,MP_1902,Online,Workwear Button Down,Birch Plaid,,Cotton,Women,,Apparel,Shirts,,regular,Standard Size Chart,Runs true to size,68,49.99,Get checked. Ladies western plaid long sleeve shirt with button closure and double breasted pockets. 100% cotton. Made in China. Machine wash cold.,02/06/13,01/01/13,13 Spring,Runout,,,,,,FALSE,FFFFFF,,03177C,,N,,,,,
3158509C,MP_1862,Online,Cocoon Zip Hoodie,Plum Purple,,100% Cotton,Women,,Apparel,Hoodies,,regular,Standard Size Chart,Runs true to size,68,49.97,Playing Favorites. This hoodie with a front zipper and front pockets plays well with others. 100% cotton. Made in China. Machine wash cold.,01/23/13,02/01/13,13 Spring,Runout,,,,,,FALSE,7A378B,,03158C,,N,,,,,
3158123C,MP_1862,Online,Cocoon Zip Hoodie,Vanilla Ice,,100% Cotton,Women,,Apparel,Hoodies,,regular,Standard Size Chart,Runs true to size,68,49.97,Playing Favorites. This hoodie with a front zipper and front pockets plays well with others. 100% cotton. Made in China. Machine wash cold.,01/23/13,02/01/13,13 Spring,Runout,,,,,,FALSE,FFFFFF,,03158C,,N,,,,,
3158115C,MP_1862,Online,Cocoon Zip Hoodie,Snow Heather,,100% Cotton,Women,,Apparel,Hoodies,,regular,Standard Size Chart,Runs true to size,68,49.97,Playing Favorites. This hoodie with a front zipper and front pockets plays well with others. 100% cotton. Made in China. Machine wash cold.,01/23/13,02/01/13,13 Spring,Runout,,,,,,FALSE,EAEAEA,,03158C,,N,,,,,
3158002C,MP_1862,Online,Cocoon Zip Hoodie,Phantom,,100% Cotton,Women,,Apparel,Hoodies,,regular,Standard Size Chart,Runs true to size,68,49.97,Playing Favorites. This hoodie with a front zipper and front pockets plays well with others. 100% cotton. Made in China. Machine wash cold.,01/23/13,02/01/13,13 Spring,Runout,,,,,,FALSE,616161,,03158C,,N,,,,,
3154509C,MP_1857,Online,Drape Front Zip Hoodie,Plum Purple,,100% Cotton,Women,,Apparel,Hoodies,,regular,Standard Size Chart,Runs true to size,78,54.99,Playing Favorites. This hoodie with a front zipper and front pockets plays well with others. 100% cotton. Made in China. Machine wash cold.,01/17/13,01/01/13,13 Spring,Runout,,,,,,FALSE,8B008B,,03154C,,N,,,,,
3154002C,MP_1857,Online,Drape Front Zip Hoodie,Phantom Black,,100% Cotton,Women,,Apparel,Hoodies,,regular,Standard Size Chart,Runs true to size,78,54.99,Playing Favorites. This hoodie with a front zipper and front pockets plays well with others. 100% cotton. Made in China. Machine wash cold.,01/17/13,01/01/13,13 Spring,Runout,,,,,,FALSE,0,,03154C,,N,,,,,
309447F,MP_907,Online,Chuck Taylor All Star (4-7 yr),Pink,Low,Canvas,Kids,All Star,All Star,Chuck Taylor - Core Kids,Core,regular,Kids-Youth,Runs a half-size large,37,0,,07/27/09,,09 Fall,Runout,,,,,,FALSE,EEA9B8,,,,Y,,,,,
3083040C,,Offline,Flat Front Printed Short,Castlerock,,,Men,,Apparel,Pants & Shorts,,regular,Standard Size Chart,,64,0,,,03/01/13,13 Spring,Runout,,,,,,FALSE,,,03083C,pending,N,,,,,
3083030C,,Offline,Flat Front Printed Short,Charcoal Grey,,,Men,,Apparel,Pants & Shorts,,regular,Standard Size Chart,,64,0,,,03/01/13,13 Spring,Runout,,,,,,FALSE,,,03083C,pending,N,,,,,
